txn_ref_id,sys_a_date,sys_a_amount_attribute_1,sys_a_amount_attribute_2,sys_b_date,sys_b_amount_attribute_1,sys_b_amount_attribute_2,txn_type,payment_method,recon_status,recon_sub_status,currency_type
14180454,30/06/24,599.004,28.524,19/07/24,577.795,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
32704762,27/06/24,823.998,39.238,15/07/24,794.83,39.238,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
93322407,29/06/24,2340.012,356.952,19/07/24,2257.164,356.9508,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
92251554,28/06/24,2879.005,308.465,16/07/24,2777.083,308.4648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
30942558,27/06/24,878.997,41.857,18/07/24,847.883,41.857,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
21288783,30/06/24,1999.003,304.933,19/07/24,1928.235,304.9326,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
76887699,27/06/24,798.998,38.048,15/07/24,770.715,38.0475,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
69364699,29/06/24,299.001,45.611,19/07/24,288.415,45.6102,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
68681644,28/06/24,479,22.81,18/07/24,462.043,22.8095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
39080403,26/06/24,1698.996,182.036,15/07/24,1638.855,182.0352,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
48460334,30/06/24,1349,205.78,18/07/24,1301.245,205.7796,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
36003110,30/06/24,949.004,144.764,18/07/24,915.405,144.7632,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
92143227,28/06/24,764.001,36.381,19/07/24,736.955,36.381,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
51444664,25/06/24,596.999,28.429,15/07/24,575.866,28.4285,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
90738811,29/06/24,479,22.81,19/07/24,462.043,22.8095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
63396176,30/06/24,853.997,40.667,18/07/24,823.768,40.6665,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
47017439,28/06/24,1049.003,49.953,19/07/24,1011.865,49.9525,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
46887906,27/06/24,1819.004,194.894,19/07/24,1754.607,194.8932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
68468914,28/06/24,929.996,44.286,15/07/24,897.078,44.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
23513709,30/06/24,339.003,16.143,19/07/24,326.999,16.143,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
60220042,28/06/24,419.003,19.953,16/07/24,404.167,19.9525,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
95866635,27/06/24,1099,117.75,19/07/24,1060.095,117.75,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
27146978,28/06/24,648.996,69.536,19/07/24,626.025,69.5352,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
55908777,30/06/24,989.005,105.965,16/07/24,953.989,105.9648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
12389603,25/06/24,808.999,86.679,15/07/24,780.361,86.6784,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
70113964,28/06/24,998.996,107.036,19/07/24,963.635,107.0352,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
38219787,27/06/24,598.999,64.179,19/07/24,577.795,64.1784,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
21515556,26/06/24,763.997,81.857,19/07/24,736.954,81.8568,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
91113050,29/06/24,974.001,46.381,19/07/24,939.521,46.381,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
73255637,28/06/24,448.997,48.107,16/07/24,433.105,48.1068,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
17211440,28/06/24,488.996,23.286,16/07/24,471.689,23.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
92724424,27/06/24,299.001,45.611,19/07/24,288.415,45.6102,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
81694939,28/06/24,1189.004,127.394,19/07/24,1146.909,127.3932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
61666304,30/06/24,2199.008,235.608,19/07/24,2121.155,235.608,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
25426219,23/06/24,538.997,25.667,16/07/24,519.919,25.6665,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
74581255,30/06/24,679.004,32.334,16/07/24,654.963,32.3335,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
71871238,28/06/24,599.004,28.524,16/07/24,577.795,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
40409110,30/06/24,593.996,28.286,18/07/24,572.972,28.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
96597086,30/06/24,1189.004,181.374,19/07/24,1146.909,181.3734,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
86999704,30/06/24,599.004,28.524,19/07/24,577.796,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
26293559,25/06/24,298.998,14.238,19/07/24,288.415,14.238,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
18703983,28/06/24,299.001,45.611,19/07/24,288.415,45.6102,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
38644878,28/06/24,1889.004,202.394,18/07/24,1822.129,202.3932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
58985521,26/06/24,424.001,20.191,16/07/24,408.99,20.1905,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
38012937,29/06/24,638.999,30.429,15/07/24,616.379,30.4285,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
12447985,30/06/24,1798.99,192.75,15/07/24,1735.315,192.7488,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
15893476,27/06/24,638.999,30.429,15/07/24,616.379,30.4285,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
72424293,28/06/24,423.999,45.429,19/07/24,408.99,45.4284,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
27421149,30/06/24,558.999,26.619,19/07/24,539.211,26.619,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
44322063,30/06/24,835.002,39.762,16/07/24,805.441,39.762,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
76138287,28/06/24,499.002,23.762,19/07/24,481.335,23.762,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
57358492,29/06/24,512.001,24.381,18/07/24,493.875,24.381,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
27839712,27/06/24,626.002,95.492,19/07/24,603.84,95.4918,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
10378957,27/06/24,424.001,20.191,19/07/24,408.99,20.1905,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
23668051,30/06/24,1349,205.78,16/07/24,1301.245,205.7796,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
32828919,28/06/24,1189.004,127.394,19/07/24,1146.909,127.3932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
90223766,27/06/24,698.996,33.286,19/07/24,674.255,33.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
93159497,29/06/24,848.999,129.509,15/07/24,818.945,129.5082,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
50802353,25/06/24,599.004,28.524,19/07/24,577.795,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
31371775,30/06/24,764.002,36.382,15/07/24,736.954,36.381,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
43537436,29/06/24,479,22.81,18/07/24,462.043,22.8095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
50797710,30/06/24,448.997,48.107,18/07/24,433.105,48.1068,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
13740743,30/06/24,739.998,35.238,15/07/24,713.804,35.238,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
83085549,25/06/24,699.004,74.894,19/07/24,674.255,74.8932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
65945950,30/06/24,1438.999,154.179,19/07/24,1388.059,154.1784,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
56015286,24/06/24,679.004,32.334,15/07/24,654.963,32.3335,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
35506089,29/06/24,999.002,47.572,19/07/24,963.635,47.5715,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
84217072,30/06/24,778.995,37.095,19/07/24,751.423,37.095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
80979890,28/06/24,453.999,21.619,19/07/24,437.928,21.619,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
52365329,27/06/24,801.003,38.143,15/07/24,772.645,38.143,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
10887391,29/06/24,686.997,73.607,18/07/24,662.68,73.6068,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
43481038,29/06/24,616,66,19/07/24,594.193,66,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
94091558,30/06/24,1274,136.5,18/07/24,1228.9,136.5,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
88355352,27/06/24,919.005,98.465,19/07/24,886.468,98.4648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
65187530,26/06/24,399,19,19/07/24,384.875,19,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
22481397,30/06/24,1499.008,160.608,15/07/24,1445.935,160.608,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
98697169,28/06/24,649.005,30.905,15/07/24,626.025,30.905,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
61691722,28/06/24,1298.999,139.179,16/07/24,1253.015,139.1784,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
69497479,26/06/24,649,99,19/07/24,626.025,99,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
24624130,26/06/24,808.999,86.679,19/07/24,780.361,86.6784,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
63899314,29/06/24,298.998,14.238,19/07/24,288.415,14.238,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
57293776,29/06/24,558.999,26.619,19/07/24,539.211,26.619,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
95939636,25/06/24,1146.005,174.815,16/07/24,1105.432,174.8142,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
50873903,28/06/24,479.002,51.322,15/07/24,462.043,51.3216,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
60380500,29/06/24,1148.997,123.107,15/07/24,1108.325,123.1068,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
11260571,29/06/24,848.999,129.509,19/07/24,818.945,129.5082,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
90743974,28/06/24,269,12.81,15/07/24,259.477,12.8095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
23659772,30/06/24,908.996,43.286,18/07/24,876.821,43.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
55833440,27/06/24,988.995,47.095,16/07/24,953.989,47.095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
59342395,28/06/24,398.003,18.953,19/07/24,383.911,18.9525,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
95982037,29/06/24,1614.004,246.204,19/07/24,1556.864,246.204,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
43036817,28/06/24,673.995,32.095,19/07/24,650.14,32.095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
80591803,28/06/24,558.999,26.619,19/07/24,539.211,26.619,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
41764630,26/06/24,519.005,24.715,19/07/24,500.627,24.7145,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
78397471,28/06/24,1499.002,228.662,15/07/24,1445.935,228.6612,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
39125442,30/06/24,998.996,107.036,18/07/24,963.635,107.0352,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
17896629,28/06/24,949.004,144.764,18/07/24,915.405,144.7632,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
76917486,29/06/24,498.999,76.119,19/07/24,481.335,76.1184,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
13860603,24/06/24,538.997,25.667,15/07/24,519.919,25.6665,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
61158373,28/06/24,749,80.25,19/07/24,722.485,80.25,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
75112352,30/06/24,949.001,45.191,18/07/24,915.405,45.1905,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
40217584,27/06/24,798.997,85.607,19/07/24,770.715,85.6068,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
76016985,30/06/24,558.999,26.619,19/07/24,539.211,26.619,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
30851631,29/06/24,1063.004,113.894,16/07/24,1025.37,113.8932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
26993636,27/06/24,778.995,37.095,15/07/24,751.423,37.095,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
86790891,29/06/24,749.005,114.255,15/07/24,722.485,114.255,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
79704279,29/06/24,1329.004,142.394,15/07/24,1281.953,142.3932,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
70359337,27/06/24,919.005,98.465,15/07/24,886.467,98.4648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
78148809,28/06/24,999.002,47.572,16/07/24,963.635,47.5715,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
72626741,29/06/24,674.005,72.215,19/07/24,650.14,72.2148,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
77302816,27/06/24,1375.998,209.898,19/07/24,1327.29,209.898,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
40115389,27/06/24,488.996,23.286,19/07/24,471.689,23.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
47641156,30/06/24,1189.004,181.374,18/07/24,1146.909,181.3734,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
35570392,28/06/24,419.003,19.953,19/07/24,404.167,19.9525,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
73488169,30/06/24,499.005,53.465,19/07/24,481.335,53.4648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
82673613,29/06/24,876.005,41.715,19/07/24,844.99,41.7145,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
48205992,27/06/24,599.004,28.524,19/07/24,577.795,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
78465413,29/06/24,878.997,41.857,19/07/24,847.884,41.857,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
18042342,30/06/24,538.99,57.75,19/07/24,519.919,57.7488,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
92099283,27/06/24,629.003,29.953,15/07/24,606.733,29.9525,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
40649576,28/06/24,464.005,49.715,19/07/24,447.574,49.7148,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
85876235,28/06/24,1103.996,118.286,19/07/24,1064.918,118.2852,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
25884711,28/06/24,698.996,33.286,19/07/24,674.255,33.2855,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
32547686,29/06/24,849.005,90.965,19/07/24,818.945,90.9648,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
93072963,29/06/24,599.004,28.524,19/07/24,577.796,28.524,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
37963381,30/06/24,2717.99,414.61,15/07/24,2621.783,414.6084,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
93765770,30/06/24,339.003,16.143,18/07/24,326.999,16.143,forward,PPMP,Not Matched,"{""amount"":""Not Matched"",""gst_amount"":""Matched"",""tcs_amount"":""Matched"",""tds_amount"":""Matched""}",INR
