order_id,amount,date
40931991,10.0,2024-10-06
39100456,1.0,2024-04-30
31357172,116.0,2024-11-08
72138893,20.0,2024-05-10
89073657,200.0,2024-11-23
64594846,14.0,2024-10-25
15934735,7.0,2024-07-01
20457243,80.0,2024-09-20
94788562,20.0,2024-11-11
46069898,10.0,2024-11-09
18137884,10.0,2024-08-03
57114031,1000.0,2024-08-15
91110755,25.0,2024-07-04
14945965,1.0,2024-11-05
50410453,1000.0,2024-06-24
28313523,10.0,2024-09-19
47468168,230.0,2024-06-23
97330047,10.0,2024-11-18
48880559,3.0,2024-11-01
91822857,12.0,2024-04-25
69299215,100.0,2024-10-03
88307450,150.0,2024-11-26
98372107,5.0,2024-09-07
15681634,50.0,2024-07-01
68163896,3.0,2024-11-27
63327378,18.0,2024-06-16
22442046,5.0,2024-10-04
92431127,100.0,2024-07-03
92450448,4.0,2024-10-13
18878448,10.0,2024-11-04
43446878,5.0,2024-08-13
45433711,20.0,2024-11-19
53822131,981.0,2024-11-09
90087936,30.0,2024-07-14
12691685,5.0,2024-08-19
55338376,20.0,2024-06-19
66184382,10.0,2024-06-03
60277833,19.0,2024-07-04
19318496,1000.0,2024-11-07
92522643,10.0,2024-10-17
89256945,10.0,2024-07-11
57970255,2.0,2024-08-08
74449401,200.0,2024-10-14
63203585,3.0,2024-06-05
53087192,113.0,2024-08-24
36078735,15.0,2024-11-18
98515700,150.0,2024-10-07
93164448,100.0,2024-08-16
86295684,20.0,2024-08-08
11851550,100.0,2024-11-26
41022757,12.0,2024-07-02
73567464,40.0,2024-07-26
78757746,200.0,2024-08-26
45018269,1.0,2024-06-25
49472214,2387.0,2024-09-18
85972391,51.0,2024-07-06
76146022,60.0,2024-09-30
10115035,600.0,2024-05-18
34753260,4.0,2024-08-04
75160560,11.0,2024-05-17
54596439,20.0,2024-09-03
39269759,1.0,2024-07-01
91141624,32.0,2024-10-26
96390132,1.0,2024-06-10
90932772,10.0,2024-06-03
87150487,10.0,2024-06-24
17847435,100.0,2024-10-22
92815243,35.0,2024-11-06
79026903,200.0,2024-06-22
64845003,60.0,2024-08-03
81107557,250.0,2024-07-25
21655975,654.0,2024-07-01
13359585,3.0,2024-08-24
16230846,15.0,2024-08-11
12202770,1.0,2024-05-19
59465121,12.0,2024-09-27
39694941,14.0,2024-04-26
84236115,40.0,2024-05-18
90817852,30.0,2024-10-02
87922114,40.0,2024-05-08
